break_value,accel_value,speed,timestamp
0.0,186.0,46.0,2024-05-10 08:06:53.931276+00:00
43.0,311.0,46.0,2024-05-10 08:06:54.757842+00:00
42.0,246.0,46.0,2024-05-10 08:06:55.777253+00:00
55.0,331.0,47.0,2024-05-10 08:06:56.802085+00:00
55.0,0.0,50.0,2024-05-10 08:06:57.721913+00:00
33.0,285.0,50.0,2024-05-10 08:06:58.765638+00:00
28.0,275.0,52.0,2024-05-10 08:06:59.871788+00:00
21.0,293.0,53.0,2024-05-10 08:07:00.895228+00:00
32.0,589.0,53.0,2024-05-10 08:07:01.916443+00:00
42.0,335.0,55.0,2024-05-10 08:07:02.736671+00:00
51.0,292.0,56.0,2024-05-10 08:07:03.762737+00:00
54.0,304.0,56.0,2024-05-10 08:07:04.785141+00:00
48.0,347.0,56.0,2024-05-10 08:07:05.915990+00:00
39.0,279.0,56.0,2024-05-10 08:07:06.835878+00:00
418.0,0.0,56.0,2024-05-10 08:07:07.757295+00:00
0.0,0.0,55.0,2024-05-10 08:07:08.782715+00:00
0.0,330.0,53.0,2024-05-10 08:07:09.709234+00:00
0.0,311.0,53.0,2024-05-10 08:07:10.723324+00:00
22.0,336.0,51.0,2024-05-10 08:07:11.747288+00:00
0.0,358.0,50.0,2024-05-10 08:07:13.075592+00:00
16.0,281.0,50.0,2024-05-10 08:07:13.862976+00:00
20.0,320.0,50.0,2024-05-10 08:07:14.936796+00:00
28.0,330.0,50.0,2024-05-10 08:07:15.973061+00:00
400.0,0.0,50.0,2024-05-10 08:07:16.870716+00:00
433.0,0.0,50.0,2024-05-10 08:07:17.790477+00:00
418.0,0.0,49.0,2024-05-10 08:07:18.913310+00:00
422.0,0.0,49.0,2024-05-10 08:07:19.737206+00:00
409.0,0.0,41.0,2024-05-10 08:07:20.758319+00:00
387.0,0.0,29.0,2024-05-10 08:07:21.785497+00:00
398.0,0.0,29.0,2024-05-10 08:07:22.811452+00:00
416.0,0.0,18.0,2024-05-10 08:07:23.831583+00:00
422.0,0.0,9.0,2024-05-10 08:07:24.809415+00:00
419.0,0.0,9.0,2024-05-10 08:07:25.885251+00:00
425.0,0.0,5.0,2024-05-10 08:07:26.906352+00:00
201.0,0.0,4.0,2024-05-10 08:07:27.723934+00:00
427.0,0.0,4.0,2024-05-10 08:07:28.750167+00:00
404.0,0.0,4.0,2024-05-10 08:07:29.804493+00:00
425.0,0.0,3.0,2024-05-10 08:07:30.798875+00:00
28.0,0.0,3.0,2024-05-10 08:07:31.818218+00:00
397.0,0.0,3.0,2024-05-10 08:07:32.842468+00:00
399.0,0.0,2.0,2024-05-10 08:07:33.875112+00:00
314.0,0.0,2.0,2024-05-10 08:07:34.891147+00:00
237.0,0.0,2.0,2024-05-10 08:07:35.917648+00:00
402.0,0.0,1.0,2024-05-10 08:07:36.736784+00:00
407.0,0.0,1.0,2024-05-10 08:07:37.760299+00:00
412.0,0.0,2.0,2024-05-10 08:07:38.774137+00:00
419.0,0.0,2.0,2024-05-10 08:07:39.910650+00:00
401.0,0.0,2.0,2024-05-10 08:07:40.728803+00:00
403.0,0.0,2.0,2024-05-10 08:07:41.752238+00:00
410.0,0.0,2.0,2024-05-10 08:07:42.779374+00:00
422.0,0.0,2.0,2024-05-10 08:07:43.802586+00:00
415.0,0.0,1.0,2024-05-10 08:07:44.848463+00:00
418.0,0.0,1.0,2024-05-10 08:07:45.853222+00:00
306.0,0.0,1.0,2024-05-10 08:07:46.873520+00:00
306.0,0.0,1.0,2024-05-10 08:07:47.713794+00:00
409.0,0.0,1.0,2024-05-10 08:07:49.024039+00:00
443.0,0.0,1.0,2024-05-10 08:07:49.739983+00:00
439.0,0.0,1.0,2024-05-10 08:07:50.775859+00:00
54.0,0.0,1.0,2024-05-10 08:07:51.787323+00:00
431.0,0.0,1.0,2024-05-10 08:07:52.810770+00:00
421.0,0.0,1.0,2024-05-10 08:07:53.708760+00:00
432.0,0.0,1.0,2024-05-10 08:07:54.795317+00:00
914.0,0.0,0.0,2024-05-10 08:07:55.989370+00:00
446.0,0.0,0.0,2024-05-10 08:07:56.810081+00:00
431.0,0.0,0.0,2024-05-10 08:07:57.831395+00:00
412.0,0.0,0.0,2024-05-10 08:07:58.755256+00:00
418.0,0.0,0.0,2024-05-10 08:07:59.777424+00:00
419.0,0.0,0.0,2024-05-10 08:08:00.802944+00:00
428.0,0.0,0.0,2024-05-10 08:08:01.818819+00:00
423.0,0.0,0.0,2024-05-10 08:08:02.709894+00:00
418.0,0.0,0.0,2024-05-10 08:08:03.968328+00:00
429.0,0.0,0.0,2024-05-10 08:08:04.793907+00:00
405.0,0.0,0.0,2024-05-10 08:08:05.708727+00:00
399.0,0.0,0.0,2024-05-10 08:08:06.702986+00:00
432.0,0.0,0.0,2024-05-10 08:08:07.707595+00:00
429.0,0.0,0.0,2024-05-10 08:08:08.716254+00:00
423.0,0.0,0.0,2024-05-10 08:08:09.907054+00:00
99.0,0.0,0.0,2024-05-10 08:08:10.734104+00:00
443.0,0.0,0.0,2024-05-10 08:08:11.758713+00:00
419.0,0.0,0.0,2024-05-10 08:08:12.777259+00:00
432.0,0.0,0.0,2024-05-10 08:08:13.806299+00:00
0.0,0.0,0.0,2024-05-10 08:08:14.728507+00:00
420.0,0.0,0.0,2024-05-10 08:08:15.854326+00:00
423.0,0.0,0.0,2024-05-10 08:08:16.876962+00:00
429.0,0.0,0.0,2024-05-10 08:08:17.909645+00:00
425.0,0.0,0.0,2024-05-10 08:08:18.720047+00:00
427.0,0.0,0.0,2024-05-10 08:08:19.742727+00:00
441.0,0.0,0.0,2024-05-10 08:08:20.769280+00:00
416.0,0.0,0.0,2024-05-10 08:08:21.790054+00:00
437.0,0.0,0.0,2024-05-10 08:08:22.815530+00:00
417.0,0.0,0.0,2024-05-10 08:08:23.843029+00:00
407.0,0.0,0.0,2024-05-10 08:08:24.761088+00:00
417.0,0.0,0.0,2024-05-10 08:08:25.889187+00:00
448.0,0.0,0.0,2024-05-10 08:08:26.804404+00:00
431.0,0.0,0.0,2024-05-10 08:08:27.727829+00:00
411.0,0.0,0.0,2024-05-10 08:08:28.753577+00:00
208.0,0.0,0.0,2024-05-10 08:08:29.705114+00:00
433.0,0.0,0.0,2024-05-10 08:08:30.847961+00:00
432.0,0.0,0.0,2024-05-10 08:08:31.832459+00:00
428.0,0.0,0.0,2024-05-10 08:08:32.845101+00:00
0.0,0.0,0.0,2024-05-10 08:08:33.874329+00:00
427.0,0.0,0.0,2024-05-10 08:08:34.898810+00:00
423.0,0.0,0.0,2024-05-10 08:08:35.949927+00:00
432.0,0.0,0.0,2024-05-10 08:08:36.742182+00:00
422.0,0.0,0.0,2024-05-10 08:08:37.771653+00:00
4.0,0.0,0.0,2024-05-10 08:08:38.707116+00:00
1.0,332.0,0.0,2024-05-10 08:08:39.817583+00:00
0.0,327.0,0.0,2024-05-10 08:08:40.835239+00:00
0.0,0.0,0.0,2024-05-10 08:08:41.858415+00:00
0.0,323.0,3.0,2024-05-10 08:08:42.890614+00:00
16.0,321.0,9.0,2024-05-10 08:08:43.910445+00:00
16.0,357.0,9.0,2024-05-10 08:08:44.725419+00:00
15.0,370.0,16.0,2024-05-10 08:08:45.771160+00:00
4.0,313.0,22.0,2024-05-10 08:08:46.777689+00:00
3.0,368.0,22.0,2024-05-10 08:08:47.797023+00:00
0.0,304.0,27.0,2024-05-10 08:08:48.829408+00:00
19.0,306.0,31.0,2024-05-10 08:08:49.850833+00:00
16.0,302.0,31.0,2024-05-10 08:08:50.879984+00:00
16.0,320.0,34.0,2024-05-10 08:08:51.899124+00:00
0.0,349.0,36.0,2024-05-10 08:08:52.826287+00:00
3.0,277.0,36.0,2024-05-10 08:08:53.740271+00:00
379.0,0.0,36.0,2024-05-10 08:08:54.766678+00:00
432.0,0.0,35.0,2024-05-10 08:08:55.800507+00:00
929.0,0.0,35.0,2024-05-10 08:08:56.811370+00:00
382.0,0.0,30.0,2024-05-10 08:08:57.835599+00:00
355.0,0.0,20.0,2024-05-10 08:08:58.762870+00:00
16.0,0.0,20.0,2024-05-10 08:08:59.884057+00:00
0.0,0.0,14.0,2024-05-10 08:09:00.912183+00:00
0.0,327.0,11.0,2024-05-10 08:09:01.735071+00:00
0.0,294.0,11.0,2024-05-10 08:09:02.749961+00:00
1.0,285.0,11.0,2024-05-10 08:09:03.772883+00:00
2.0,144.0,13.0,2024-05-10 08:09:04.900511+00:00
10.0,309.0,13.0,2024-05-10 08:09:05.826130+00:00
6.0,306.0,17.0,2024-05-10 08:09:06.745383+00:00
0.0,0.0,21.0,2024-05-10 08:09:07.766653+00:00
5.0,126.0,21.0,2024-05-10 08:09:08.905355+00:00
1.0,0.0,25.0,2024-05-10 08:09:09.918605+00:00
0.0,0.0,28.0,2024-05-10 08:09:10.738488+00:00
0.0,0.0,28.0,2024-05-10 08:09:11.762729+00:00
0.0,238.0,31.0,2024-05-10 08:09:12.790215+00:00
0.0,339.0,33.0,2024-05-10 08:09:13.912399+00:00
4.0,251.0,33.0,2024-05-10 08:09:14.703433+00:00
0.0,165.0,34.0,2024-05-10 08:09:15.963198+00:00
2.0,327.0,34.0,2024-05-10 08:09:16.781756+00:00
7.0,254.0,34.0,2024-05-10 08:09:17.802256+00:00
9.0,239.0,34.0,2024-05-10 08:09:18.727012+00:00
11.0,0.0,34.0,2024-05-10 08:09:19.774906+00:00
9.0,116.0,34.0,2024-05-10 08:09:20.770258+00:00
11.0,255.0,33.0,2024-05-10 08:09:22.001685+00:00
6.0,240.0,33.0,2024-05-10 08:09:22.718687+00:00
14.0,535.0,33.0,2024-05-10 08:09:23.743719+00:00
16.0,201.0,33.0,2024-05-10 08:09:24.706268+00:00
16.0,140.0,34.0,2024-05-10 08:09:25.712878+00:00
16.0,0.0,34.0,2024-05-10 08:09:26.814451+00:00
11.0,0.0,34.0,2024-05-10 08:09:27.735290+00:00
11.0,0.0,36.0,2024-05-10 08:09:28.760400+00:00
13.0,265.0,36.0,2024-05-10 08:09:29.786469+00:00
13.0,274.0,38.0,2024-05-10 08:09:31.315629+00:00
0.0,354.0,38.0,2024-05-10 08:09:31.735158+00:00
17.0,298.0,38.0,2024-05-10 08:09:32.959650+00:00
10.0,0.0,38.0,2024-05-10 08:09:33.880098+00:00
5.0,165.0,38.0,2024-05-10 08:09:34.908883+00:00
0.0,336.0,38.0,2024-05-10 08:09:35.722375+00:00
19.0,243.0,37.0,2024-05-10 08:09:36.741762+00:00
22.0,287.0,36.0,2024-05-10 08:09:37.772546+00:00
13.0,0.0,36.0,2024-05-10 08:09:38.763990+00:00
17.0,213.0,35.0,2024-05-10 08:09:39.819335+00:00
21.0,190.0,35.0,2024-05-10 08:09:40.742783+00:00
17.0,234.0,35.0,2024-05-10 08:09:41.969987+00:00
16.0,0.0,35.0,2024-05-10 08:09:42.896199+00:00
15.0,416.0,37.0,2024-05-10 08:09:43.916467+00:00
16.0,304.0,37.0,2024-05-10 08:09:44.733596+00:00
16.0,317.0,39.0,2024-05-10 08:09:45.761411+00:00
16.0,337.0,41.0,2024-05-10 08:09:46.783001+00:00
16.0,347.0,41.0,2024-05-10 08:09:47.808005+00:00
19.0,274.0,42.0,2024-05-10 08:09:48.730187+00:00
22.0,236.0,45.0,2024-05-10 08:09:49.856634+00:00
0.0,306.0,45.0,2024-05-10 08:09:50.880806+00:00
22.0,298.0,47.0,2024-05-10 08:09:51.905944+00:00
21.0,0.0,49.0,2024-05-10 08:09:52.722189+00:00
22.0,275.0,49.0,2024-05-10 08:09:53.747465+00:00
0.0,358.0,49.0,2024-05-10 08:09:54.771446+00:00
16.0,244.0,49.0,2024-05-10 08:09:55.795125+00:00
16.0,275.0,49.0,2024-05-10 08:09:56.829686+00:00
21.0,22.0,48.0,2024-05-10 08:09:57.843733+00:00
0.0,289.0,47.0,2024-05-10 08:09:58.869544+00:00
22.0,201.0,47.0,2024-05-10 08:09:59.889974+00:00
16.0,240.0,46.0,2024-05-10 08:10:00.910402+00:00
14.0,0.0,46.0,2024-05-10 08:10:01.732960+00:00
16.0,208.0,46.0,2024-05-10 08:10:02.758078+00:00
17.0,238.0,46.0,2024-05-10 08:10:03.781882+00:00
17.0,209.0,47.0,2024-05-10 08:10:04.805309+00:00
16.0,209.0,47.0,2024-05-10 08:10:05.713811+00:00
16.0,239.0,47.0,2024-05-10 08:10:06.702509+00:00
14.0,0.0,48.0,2024-05-10 08:10:07.706747+00:00
13.0,255.0,48.0,2024-05-10 08:10:08.701087+00:00
0.0,288.0,49.0,2024-05-10 08:10:09.719130+00:00
7.0,240.0,49.0,2024-05-10 08:10:10.753593+00:00
11.0,257.0,49.0,2024-05-10 08:10:11.782240+00:00
19.0,258.0,50.0,2024-05-10 08:10:12.799277+00:00
0.0,305.0,51.0,2024-05-10 08:10:13.818419+00:00
21.0,241.0,51.0,2024-05-10 08:10:14.844831+00:00
18.0,257.0,51.0,2024-05-10 08:10:15.866780+00:00
23.0,342.0,51.0,2024-05-10 08:10:16.885700+00:00
31.0,142.0,51.0,2024-05-10 08:10:17.918364+00:00
18.0,265.0,51.0,2024-05-10 08:10:18.732396+00:00
19.0,0.0,49.0,2024-05-10 08:10:19.753048+00:00
16.0,340.0,49.0,2024-05-10 08:10:20.779081+00:00
410.0,0.0,48.0,2024-05-10 08:10:21.808479+00:00
422.0,0.0,44.0,2024-05-10 08:10:22.829233+00:00
371.0,0.0,44.0,2024-05-10 08:10:23.853234+00:00
258.0,0.0,36.0,2024-05-10 08:10:24.877335+00:00
368.0,0.0,24.0,2024-05-10 08:10:25.902387+00:00
402.0,0.0,24.0,2024-05-10 08:10:26.722089+00:00
404.0,0.0,12.0,2024-05-10 08:10:27.743895+00:00
398.0,0.0,6.0,2024-05-10 08:10:28.766812+00:00
427.0,0.0,6.0,2024-05-10 08:10:29.788449+00:00
418.0,0.0,4.0,2024-05-10 08:10:30.712261+00:00
409.0,0.0,4.0,2024-05-10 08:10:31.839008+00:00
77.0,0.0,4.0,2024-05-10 08:10:32.899626+00:00
407.0,0.0,3.0,2024-05-10 08:10:33.783657+00:00
413.0,0.0,3.0,2024-05-10 08:10:34.910884+00:00
401.0,0.0,3.0,2024-05-10 08:10:35.729817+00:00
0.0,0.0,2.0,2024-05-10 08:10:36.762603+00:00
422.0,0.0,2.0,2024-05-10 08:10:37.780110+00:00
425.0,0.0,2.0,2024-05-10 08:10:38.705866+00:00
418.0,0.0,2.0,2024-05-10 08:10:39.827249+00:00
416.0,0.0,1.0,2024-05-10 08:10:40.753508+00:00
421.0,0.0,1.0,2024-05-10 08:10:41.767433+00:00
419.0,0.0,1.0,2024-05-10 08:10:42.904391+00:00
409.0,0.0,1.0,2024-05-10 08:10:43.919364+00:00
414.0,0.0,1.0,2024-05-10 08:10:44.739404+00:00
419.0,0.0,1.0,2024-05-10 08:10:45.773053+00:00
407.0,0.0,1.0,2024-05-10 08:10:46.857483+00:00
432.0,0.0,1.0,2024-05-10 08:10:47.817247+00:00
423.0,0.0,1.0,2024-05-10 08:10:48.739803+00:00
418.0,0.0,1.0,2024-05-10 08:10:49.863440+00:00
427.0,0.0,1.0,2024-05-10 08:10:50.884710+00:00
143.0,0.0,1.0,2024-05-10 08:10:51.910022+00:00
417.0,0.0,0.0,2024-05-10 08:10:52.710844+00:00
426.0,0.0,0.0,2024-05-10 08:10:53.752847+00:00
411.0,0.0,0.0,2024-05-10 08:10:54.814398+00:00
0.0,0.0,0.0,2024-05-10 08:10:55.801395+00:00
411.0,0.0,0.0,2024-05-10 08:10:56.821589+00:00
428.0,0.0,0.0,2024-05-10 08:10:57.745125+00:00
432.0,0.0,0.0,2024-05-10 08:10:58.763942+00:00
430.0,0.0,0.0,2024-05-10 08:10:59.902110+00:00
431.0,0.0,0.0,2024-05-10 08:11:00.921413+00:00
429.0,0.0,0.0,2024-05-10 08:11:01.744533+00:00
400.0,0.0,0.0,2024-05-10 08:11:02.762541+00:00
416.0,0.0,0.0,2024-05-10 08:11:03.787681+00:00
416.0,0.0,0.0,2024-05-10 08:11:04.812262+00:00
419.0,0.0,0.0,2024-05-10 08:11:05.835889+00:00
417.0,0.0,0.0,2024-05-10 08:11:06.863430+00:00
423.0,0.0,0.0,2024-05-10 08:11:07.884864+00:00
410.0,0.0,0.0,2024-05-10 08:11:08.908601+00:00
410.0,0.0,0.0,2024-05-10 08:11:09.728939+00:00
241.0,0.0,0.0,2024-05-10 08:11:10.856674+00:00
241.0,0.0,0.0,2024-05-10 08:11:11.722153+00:00
428.0,0.0,0.0,2024-05-10 08:11:12.798643+00:00
432.0,0.0,0.0,2024-05-10 08:11:13.825246+00:00
419.0,0.0,0.0,2024-05-10 08:11:14.846304+00:00
7.0,0.0,0.0,2024-05-10 08:11:15.874760+00:00
419.0,0.0,0.0,2024-05-10 08:11:16.897970+00:00
427.0,0.0,0.0,2024-05-10 08:11:17.961677+00:00
416.0,0.0,0.0,2024-05-10 08:11:18.739511+00:00
261.0,0.0,0.0,2024-05-10 08:11:19.762028+00:00
409.0,0.0,0.0,2024-05-10 08:11:20.788457+00:00
421.0,0.0,0.0,2024-05-10 08:11:21.810949+00:00
403.0,0.0,0.0,2024-05-10 08:11:22.840498+00:00
416.0,0.0,0.0,2024-05-10 08:11:23.861082+00:00
432.0,0.0,0.0,2024-05-10 08:11:24.881730+00:00
431.0,0.0,0.0,2024-05-10 08:11:25.726452+00:00
415.0,0.0,0.0,2024-05-10 08:11:26.828144+00:00
415.0,0.0,0.0,2024-05-10 08:11:27.753218+00:00
407.0,0.0,0.0,2024-05-10 08:11:28.774710+00:00
427.0,0.0,0.0,2024-05-10 08:11:29.793779+00:00
302.0,0.0,0.0,2024-05-10 08:11:30.820090+00:00
427.0,0.0,0.0,2024-05-10 08:11:31.901292+00:00
418.0,0.0,0.0,2024-05-10 08:11:32.910916+00:00
432.0,0.0,0.0,2024-05-10 08:11:33.793614+00:00
40.0,0.0,0.0,2024-05-10 08:11:34.923906+00:00
417.0,0.0,0.0,2024-05-10 08:11:35.740078+00:00
426.0,0.0,0.0,2024-05-10 08:11:36.764855+00:00
420.0,0.0,0.0,2024-05-10 08:11:37.784087+00:00
0.0,0.0,0.0,2024-05-10 08:11:38.705529+00:00
409.0,0.0,0.0,2024-05-10 08:11:39.710021+00:00
414.0,0.0,0.0,2024-05-10 08:11:40.755671+00:00
427.0,0.0,0.0,2024-05-10 08:11:41.778677+00:00
416.0,0.0,0.0,2024-05-10 08:11:42.907396+00:00
434.0,0.0,0.0,2024-05-10 08:11:43.704856+00:00
419.0,0.0,0.0,2024-05-10 08:11:44.741730+00:00
426.0,0.0,0.0,2024-05-10 08:11:45.778526+00:00
420.0,0.0,0.0,2024-05-10 08:11:46.866813+00:00
427.0,0.0,0.0,2024-05-10 08:11:47.817181+00:00
411.0,0.0,0.0,2024-05-10 08:11:48.757798+00:00
368.0,0.0,0.0,2024-05-10 08:11:49.762583+00:00
413.0,0.0,0.0,2024-05-10 08:11:50.998324+00:00
423.0,0.0,0.0,2024-05-10 08:11:51.920856+00:00
431.0,0.0,0.0,2024-05-10 08:11:52.737542+00:00
144.0,0.0,0.0,2024-05-10 08:11:53.764830+00:00
0.0,0.0,0.0,2024-05-10 08:11:54.843970+00:00
0.0,317.0,0.0,2024-05-10 08:11:55.805223+00:00
0.0,368.0,0.0,2024-05-10 08:11:56.836491+00:00
0.0,208.0,0.0,2024-05-10 08:11:57.859060+00:00
0.0,327.0,3.0,2024-05-10 08:11:58.873096+00:00
0.0,329.0,3.0,2024-05-10 08:11:59.905388+00:00
0.0,311.0,10.0,2024-05-10 08:12:00.716893+00:00
0.0,0.0,17.0,2024-05-10 08:12:01.741883+00:00
0.0,279.0,17.0,2024-05-10 08:12:02.787246+00:00
0.0,303.0,22.0,2024-05-10 08:12:03.797992+00:00
0.0,321.0,27.0,2024-05-10 08:12:04.818674+00:00
0.0,0.0,27.0,2024-05-10 08:12:05.704244+00:00
0.0,346.0,30.0,2024-05-10 08:12:06.707343+00:00
0.0,271.0,32.0,2024-05-10 08:12:07.711997+00:00
0.0,368.0,32.0,2024-05-10 08:12:08.721193+00:00
0.0,336.0,34.0,2024-05-10 08:12:09.732869+00:00
0.0,297.0,35.0,2024-05-10 08:12:10.763930+00:00
0.0,0.0,35.0,2024-05-10 08:12:11.882643+00:00
159.0,0.0,34.0,2024-05-10 08:12:12.804610+00:00
363.0,0.0,33.0,2024-05-10 08:12:13.831437+00:00
53.0,0.0,33.0,2024-05-10 08:12:14.854951+00:00
246.0,0.0,31.0,2024-05-10 08:12:15.874001+00:00
0.0,0.0,28.0,2024-05-10 08:12:16.901362+00:00
9.0,0.0,28.0,2024-05-10 08:12:17.926147+00:00
0.0,335.0,26.0,2024-05-10 08:12:18.746469+00:00
0.0,274.0,24.0,2024-05-10 08:12:19.771344+00:00
0.0,117.0,24.0,2024-05-10 08:12:20.795061+00:00
0.0,362.0,24.0,2024-05-10 08:12:21.815387+00:00
0.0,318.0,26.0,2024-05-10 08:12:22.845790+00:00
429.0,0.0,26.0,2024-05-10 08:12:23.862868+00:00
375.0,0.0,28.0,2024-05-10 08:12:24.709686+00:00
0.0,0.0,27.0,2024-05-10 08:12:25.916185+00:00
0.0,372.0,27.0,2024-05-10 08:12:26.727838+00:00
0.0,330.0,25.0,2024-05-10 08:12:27.763423+00:00
0.0,320.0,25.0,2024-05-10 08:12:28.779712+00:00
0.0,312.0,25.0,2024-05-10 08:12:29.704691+00:00
0.0,349.0,25.0,2024-05-10 08:12:30.834435+00:00
0.0,374.0,25.0,2024-05-10 08:12:31.859850+00:00
0.0,377.0,25.0,2024-05-10 08:12:32.877742+00:00
0.0,345.0,25.0,2024-05-10 08:12:33.901257+00:00
0.0,338.0,25.0,2024-05-10 08:12:34.721611+00:00
0.0,333.0,25.0,2024-05-10 08:12:35.747102+00:00
0.0,359.0,25.0,2024-05-10 08:12:36.774223+00:00
0.0,302.0,25.0,2024-05-10 08:12:37.790709+00:00
0.0,343.0,25.0,2024-05-10 08:12:38.814239+00:00
0.0,157.0,25.0,2024-05-10 08:12:39.839096+00:00
0.0,378.0,26.0,2024-05-10 08:12:40.860193+00:00
0.0,385.0,26.0,2024-05-10 08:12:41.907098+00:00
0.0,310.0,28.0,2024-05-10 08:12:42.915853+00:00
0.0,0.0,29.0,2024-05-10 08:12:43.731377+00:00
1.0,362.0,29.0,2024-05-10 08:12:44.753870+00:00
0.0,349.0,31.0,2024-05-10 08:12:45.784855+00:00
0.0,365.0,32.0,2024-05-10 08:12:46.803260+00:00
3.0,16.0,32.0,2024-05-10 08:12:47.738457+00:00
0.0,327.0,31.0,2024-05-10 08:12:48.854548+00:00
0.0,338.0,30.0,2024-05-10 08:12:49.874823+00:00
19.0,0.0,30.0,2024-05-10 08:12:50.705205+00:00
19.0,0.0,29.0,2024-05-10 08:12:51.925814+00:00
373.0,0.0,27.0,2024-05-10 08:12:52.749827+00:00
337.0,0.0,27.0,2024-05-10 08:12:53.771462+00:00
337.0,0.0,24.0,2024-05-10 08:12:54.794330+00:00
60.0,0.0,19.0,2024-05-10 08:12:55.822310+00:00
385.0,0.0,19.0,2024-05-10 08:12:56.834979+00:00
384.0,0.0,12.0,2024-05-10 08:12:57.863297+00:00
389.0,0.0,7.0,2024-05-10 08:12:58.761785+00:00
0.0,0.0,7.0,2024-05-10 08:12:59.908172+00:00
384.0,0.0,4.0,2024-05-10 08:13:00.725079+00:00
400.0,0.0,3.0,2024-05-10 08:13:01.751050+00:00
387.0,0.0,3.0,2024-05-10 08:13:02.779818+00:00
384.0,0.0,2.0,2024-05-10 08:13:03.799683+00:00
369.0,0.0,1.0,2024-05-10 08:13:04.827123+00:00
396.0,0.0,1.0,2024-05-10 08:13:05.869283+00:00
377.0,0.0,1.0,2024-05-10 08:13:06.879312+00:00
382.0,0.0,1.0,2024-05-10 08:13:07.896406+00:00
387.0,0.0,1.0,2024-05-10 08:13:08.919434+00:00
380.0,0.0,1.0,2024-05-10 08:13:09.740027+00:00
400.0,0.0,1.0,2024-05-10 08:13:10.765494+00:00
382.0,0.0,1.0,2024-05-10 08:13:11.785685+00:00
383.0,0.0,1.0,2024-05-10 08:13:12.819575+00:00
373.0,0.0,1.0,2024-05-10 08:13:13.837955+00:00
111.0,0.0,1.0,2024-05-10 08:13:14.865010+00:00
393.0,0.0,0.0,2024-05-10 08:13:15.896246+00:00
379.0,0.0,0.0,2024-05-10 08:13:16.913582+00:00
383.0,0.0,0.0,2024-05-10 08:13:17.730010+00:00
0.0,0.0,0.0,2024-05-10 08:13:18.752184+00:00
375.0,0.0,0.0,2024-05-10 08:13:19.771826+00:00
372.0,0.0,0.0,2024-05-10 08:13:20.802899+00:00
382.0,0.0,0.0,2024-05-10 08:13:21.841599+00:00
397.0,0.0,0.0,2024-05-10 08:13:22.851216+00:00
374.0,0.0,0.0,2024-05-10 08:13:23.876869+00:00
399.0,0.0,0.0,2024-05-10 08:13:24.908518+00:00
383.0,0.0,0.0,2024-05-10 08:13:25.821393+00:00
386.0,0.0,0.0,2024-05-10 08:13:26.842540+00:00
378.0,0.0,0.0,2024-05-10 08:13:27.765583+00:00
398.0,0.0,0.0,2024-05-10 08:13:28.786820+00:00
366.0,0.0,0.0,2024-05-10 08:13:29.813910+00:00
391.0,0.0,0.0,2024-05-10 08:13:30.835272+00:00
386.0,0.0,0.0,2024-05-10 08:13:31.917705+00:00
375.0,0.0,0.0,2024-05-10 08:13:32.920314+00:00
166.0,0.0,0.0,2024-05-10 08:13:33.812477+00:00
400.0,0.0,0.0,2024-05-10 08:13:34.727912+00:00
371.0,0.0,0.0,2024-05-10 08:13:35.749433+00:00
403.0,0.0,0.0,2024-05-10 08:13:36.771972+00:00
0.0,0.0,0.0,2024-05-10 08:13:37.799569+00:00
386.0,0.0,0.0,2024-05-10 08:13:38.764344+00:00
385.0,0.0,0.0,2024-05-10 08:13:39.854762+00:00
391.0,0.0,0.0,2024-05-10 08:13:40.763932+00:00
225.0,0.0,0.0,2024-05-10 08:13:41.789779+00:00
384.0,0.0,0.0,2024-05-10 08:13:42.918274+00:00
378.0,0.0,0.0,2024-05-10 08:13:43.750167+00:00
387.0,0.0,0.0,2024-05-10 08:13:44.759095+00:00
380.0,0.0,0.0,2024-05-10 08:13:45.786061+00:00
386.0,0.0,0.0,2024-05-10 08:13:46.914599+00:00
388.0,0.0,0.0,2024-05-10 08:13:47.870757+00:00
381.0,0.0,0.0,2024-05-10 08:13:48.754184+00:00
396.0,0.0,0.0,2024-05-10 08:13:49.881894+00:00
370.0,0.0,0.0,2024-05-10 08:13:50.904007+00:00
372.0,0.0,0.0,2024-05-10 08:13:51.719345+00:00
251.0,0.0,0.0,2024-05-10 08:13:52.759440+00:00
374.0,0.0,0.0,2024-05-10 08:13:53.772766+00:00
389.0,0.0,0.0,2024-05-10 08:13:54.836983+00:00
400.0,0.0,0.0,2024-05-10 08:13:55.822143+00:00
17.0,0.0,0.0,2024-05-10 08:13:56.845475+00:00
400.0,0.0,0.0,2024-05-10 08:13:57.868757+00:00
400.0,0.0,0.0,2024-05-10 08:13:58.892149+00:00
386.0,0.0,0.0,2024-05-10 08:13:59.913554+00:00
907.0,0.0,0.0,2024-05-10 08:14:00.736554+00:00
372.0,0.0,0.0,2024-05-10 08:14:01.766151+00:00
395.0,0.0,0.0,2024-05-10 08:14:02.787297+00:00
369.0,0.0,0.0,2024-05-10 08:14:03.811649+00:00
384.0,0.0,0.0,2024-05-10 08:14:04.728186+00:00
384.0,0.0,0.0,2024-05-10 08:14:05.719058+00:00
395.0,0.0,0.0,2024-05-10 08:14:06.709207+00:00
394.0,0.0,0.0,2024-05-10 08:14:07.711499+00:00
386.0,0.0,0.0,2024-05-10 08:14:08.707795+00:00
